ID,Pos,Cell_Centroid_X,Cell_Centroid_Y,Cell_Area,Nuc_Area,Mem_Area,Cyt_Area,Median_Cell_BCAT,Median_Nuc_BCAT,Median_Mem_BCAT,Median_Cyt_BCAT,Median_Cell_CC3,Median_Nuc_CC3,Median_Mem_CC3,Median_Cyt_CC3,Median_Cell_CD44V6,Median_Nuc_CD44V6,Median_Mem_CD44V6,Median_Cyt_CD44V6,Median_Cell_COX2,Median_Nuc_COX2,Median_Mem_COX2,Median_Cyt_COX2,Median_Cell_DAPI,Median_Nuc_DAPI,Median_Mem_DAPI,Median_Cyt_DAPI,Median_Cell_ECAD,Median_Nuc_ECAD,Median_Mem_ECAD,Median_Cyt_ECAD,Median_Cell_KI67,Median_Nuc_KI67,Median_Mem_KI67,Median_Cyt_KI67,Median_Cell_LC3A,Median_Nuc_LC3A,Median_Mem_LC3A,Median_Cyt_LC3A,Median_Cell_LYZ,Median_Nuc_LYZ,Median_Mem_LYZ,Median_Cyt_LYZ,Median_Cell_MMP7,Median_Nuc_MMP7,Median_Mem_MMP7,Median_Cyt_MMP7,Median_Cell_MUC2,Median_Nuc_MUC2,Median_Mem_MUC2,Median_Cyt_MUC2,Median_Cell_NAKATPASE,Median_Nuc_NAKATPASE,Median_Mem_NAKATPASE,Median_Cyt_NAKATPASE,Median_Cell_PCAD,Median_Nuc_PCAD,Median_Mem_PCAD,Median_Cyt_PCAD,Median_Cell_PCK26,Median_Nuc_PCK26,Median_Mem_PCK26,Median_Cyt_PCK26,Median_Cell_PCNA,Median_Nuc_PCNA,Median_Mem_PCNA,Median_Cyt_PCNA,Median_Cell_PEGFR,Median_Nuc_PEGFR,Median_Mem_PEGFR,Median_Cyt_PEGFR,Median_Cell_PERK,Median_Nuc_PERK,Median_Mem_PERK,Median_Cyt_PERK,Median_Cell_SMAD4,Median_Nuc_SMAD4,Median_Mem_SMAD4,Median_Cyt_SMAD4,Median_Cell_SURVIVIN,Median_Nuc_SURVIVIN,Median_Mem_SURVIVIN,Median_Cyt_SURVIVIN,Median_Cell_VILLIN,Median_Nuc_VILLIN,Median_Mem_VILLIN,Median_Cyt_VILLIN
2298,3,3090,1185,503,216,62,225,6790,7021,6470,6566,31,36,27,29,58,45,53,71,26159,30799,24453,25297,19939,24230,12539,19506,0,0,0,0,31,18,23,59,716,694,746,735,1111,940,966,1551,2051,2253,1711,2041,7362,4324,5106,12515,0,0,0,0,299,304,282,299,138,140,137,137,1035,1074,646,1103,85,86,81,87,0,0,0,0,431,415,455,446,0,0,0,0,700,704,731,690
2299,3,3094,1217,925,126,253,546,997,1291,705,1142,37,34,33,40,80,91,61,84,6405,10472,5116,6123,6017,25563,3988,5770,0,0,0,0,86,40,41,127,843,768,802,907,2202,1516,1537,2634,435,873,288,430,11806,6863,6757,15312,0,0,0,0,393,393,339,429,138,139,135,139,166,246,143,156,199,168,186,211,8,1,0,37,495,447,469,535,0,0,0,0,411,587,327,410
2300,3,3085,1592,279,29,115,135,272,926,200,319,98,300,50,99,239,354,164,274,1337,3883,933,1595,6369,21448,2837,8067,0,387,0,0,434,1224,168,627,2653,6917,1917,2962,2285,4976,1890,2594,106,363,48,203,4751,3687,3515,6425,152,435,107,164,1410,4224,959,1563,193,361,162,232,157,571,78,225,461,1218,323,540,301,1598,69,446,1650,4368,1214,1876,515,4539,109,849,260,599,112,282
2301,3,3088,2948,259,41,152,66,915,3022,750,826,44,111,38,42,731,1520,657,736,1080,2001,954,1090,4796,21317,3889,4556,480,1244,410,460,786,3333,588,794,4547,9602,3809,4454,3113,4536,2716,3156,43,332,0,138,6252,11139,5066,6866,864,2671,642,831,2149,6978,1871,2007,1132,4060,865,978,312,1944,221,322,1673,3113,1295,1641,623,2604,479,560,2029,4349,1690,1906,1423,3661,1314,1195,181,405,138,156
2302,3,3143,3046,7712,3924,1275,2513,656,686,670,573,690,721,706,607,2369,2446,2169,2269,3622,4244,2879,2863,14075,29480,3840,4606,170,184,191,133,2418,2707,2001,2005,7371,7565,7872,6708,32768,53707,42822,40958,612,714,531,457,2253,1862,2411,3537,544,478,816,589,3295,3426,3190,2964,858,677,1348,1087,238,329,174,152,2413,2746,2031,2051,1616,1921,1396,1151,5268,5585,4905,4885,1159,1826,832,852,704,731,643,676
2303,3,3085,1159,122,44,52,26,8666,9468,7866,8632,38,47,25,40,29,24,37,19,32768,36052,32251,35623,13137,20520,9239,14438,0,0,0,0,23,11,25,42,684,676,688,687,701,686,701,759,2328,2869,1863,2481,4437,4121,3775,6797,0,0,0,0,295,287,295,325,119,117,121,118,502,748,312,551,38,26,47,17,0,0,0,0,405,415,409,373,0,0,0,0,961,1016,901,998
2304,3,3111,215,2636,1212,516,908,861,642,896,1172,114,161,45,82,1013,957,1019,1120,2856,2646,3035,3071,4792,19340,2380,2983,0,0,0,0,832,824,827,847,9932,9052,10327,11520,3308,2777,3711,3594,831,913,645,821,586,544,639,613,490,255,708,720,1301,990,1455,1644,289,292,243,312,434,438,415,445,2060,2009,1724,2372,583,681,437,512,3355,3176,3469,3679,251,459,113,163,185,191,172,181
2305,3,3099,2993,411,38,160,213,223,420,208,212,87,194,75,87,719,1073,624,789,601,2064,522,603,1398,28965,1226,1566,14,242,14,0,365,1008,226,456,2069,5348,1860,2378,3688,8312,2688,4402,105,551,51,121,5368,4324,3679,7419,161,414,130,155,1078,1972,979,1085,347,353,344,350,209,1165,168,202,429,1515,364,439,163,1499,84,172,1398,3252,1274,1430,690,2865,618,712,169,279,119,180
2306,3,3108,543,1861,729,416,716,890,721,947,1052,228,570,82,132,1421,1390,1438,1451,3857,3327,3947,4344,4352,22707,2095,2827,0,0,0,0,1093,1091,1024,1133,10110,10538,8691,10349,5850,5911,5415,6028,424,460,369,419,814,757,861,848,473,506,438,429,1593,1626,1430,1656,194,179,196,209,536,602,456,529,1154,1193,1060,1163,240,222,253,257,4436,4892,4032,4271,211,481,108,113,226,258,241,198
2307,3,3110,482,1724,1024,356,344,904,956,864,806,83,164,11,0,1493,1444,1595,1475,4095,4193,4212,3794,11322,20078,2693,3593,0,0,0,0,1169,1268,988,815,9250,9889,8720,7180,5643,6028,5472,4144,562,602,382,631,840,839,857,817,629,657,657,377,1663,1758,1485,1169,191,196,207,136,588,608,477,682,1368,1586,996,787,463,710,255,33,4303,4459,3887,3442,276,586,105,34,233,241,160,269
2308,3,3100,277,1089,56,333,700,1458,1252,1363,1572,0,0,0,0,674,383,730,667,3675,3863,3272,3900,3381,8276,2844,3455,0,0,0,0,339,597,524,171,16809,24448,11698,18713,4426,4902,3681,4629,1568,1781,1218,1662,694,979,596,718,571,549,572,569,1547,2025,1551,1476,587,567,536,607,753,874,719,735,2585,2972,2160,2713,0,7,0,0,6375,8357,4725,6786,0,0,0,0,0,0,21,0
2309,3,3121,427,2256,446,509,1301,1090,1736,876,928,0,0,0,0,0,0,904,0,3472,4016,3097,3415,5206,19057,3627,4993,0,0,0,0,185,97,779,31,11358,12802,10787,11215,3900,4121,4221,3723,2478,3258,912,2422,661,613,688,682,131,0,728,136,26,0,1363,0,387,0,422,510,1122,1850,612,1081,1516,1517,1727,1443,0,0,65,0,3543,3416,5490,3051,0,0,0,0,0,132,0,0
2310,3,3121,3091,985,350,348,287,580,610,654,471,427,370,1029,360,1797,1933,1414,1753,1911,2219,1821,1426,4585,30923,2335,2036,290,297,403,225,2085,2454,1494,1739,6206,6246,6623,5946,44144,49795,18021,36322,526,710,403,433,2534,2286,2305,3498,503,438,748,409,3184,3310,4034,2511,971,736,2180,962,157,188,131,132,807,802,885,782,662,615,830,681,4050,4402,3567,3765,823,1360,719,665,510,633,442,416
2311,3,3102,2924,69,31,37,1,2224,5509,1406,1818,51,70,37,228,817,1268,624,838,1595,2330,1370,1599,13797,19395,6438,8812,824,2309,624,681,1096,1663,602,736,5704,9089,4202,4451,4296,5525,3539,3981,70,242,29,0,8197,9424,7200,10518,1879,5893,1263,1451,4496,12412,2218,2813,3335,5612,2173,2911,561,1143,258,566,2558,5447,1806,1929,997,2372,482,469,3071,4855,2180,2433,1664,2275,1343,1099,187,292,105,0
2312,3,3106,155,397,13,231,153,1250,310,1447,1250,17,0,4,40,942,912,937,953,2288,2227,2340,2240,2050,6616,1891,2233,0,0,0,0,698,585,727,661,10056,6093,11838,10056,3549,3460,3522,3595,559,236,598,530,631,608,630,633,961,696,1031,947,2254,935,2217,2437,167,146,172,149,248,162,246,275,802,550,797,850,410,231,409,460,1915,2726,1918,1876,60,77,66,44,179,170,212,135
2313,3,3115,3117,641,140,261,240,2511,1649,2365,3072,12828,8290,13520,14208,2716,2261,2260,3281,6492,4875,6601,7555,13184,42483,4951,8682,5854,3619,5330,7078,3562,2820,3346,4101,23510,14619,21551,27828,5536,4494,6140,5788,1232,997,952,1566,1304,1065,1417,1329,9432,6925,8428,11377,10211,7096,10633,11294,11625,8922,13041,11680,426,330,380,527,1617,1242,1546,1908,1267,798,1289,1573,11186,6422,10105,13290,1274,1242,1215,1351,512,468,489,600
2314,3,3125,517,973,329,248,396,774,836,737,727,65,15,43,123,1433,1284,1662,1406,3294,3119,3396,3379,3933,20445,2458,2609,0,165,0,0,1071,1252,923,982,7344,7113,8320,7155,5137,5247,5036,5099,491,710,332,395,836,874,817,813,290,164,378,360,1129,1034,1267,1124,184,173,206,172,486,609,379,391,955,1074,923,856,117,129,126,96,4200,4902,4111,3641,148,335,99,87,305,361,305,254
2315,3,3126,181,1112,637,234,241,1075,1047,1097,1154,153,266,25,61,1144,1149,1127,1156,4406,5165,3023,3210,7979,15955,3053,2615,0,0,0,0,1070,1176,900,913,11658,11947,12287,10246,6520,7778,4248,4870,722,751,770,595,719,736,658,715,1081,880,1478,1218,1749,1716,1811,1844,163,155,167,188,500,577,371,346,1261,1334,1198,1065,499,571,417,362,4558,5058,3116,2720,396,814,155,124,200,199,167,216
2316,3,3143,580,2711,773,606,1332,796,746,807,817,60,73,35,67,1483,1432,1472,1525,4531,5016,3953,4404,2459,19374,1903,2242,0,0,0,0,1090,1237,997,1058,9882,9271,9020,10973,6527,6754,5988,6654,364,514,253,328,878,903,868,868,349,381,304,339,1256,1357,1185,1199,198,175,207,208,524,618,416,497,1055,1286,899,964,324,487,254,274,3645,4251,2833,3227,191,582,105,129,261,252,267,266
2317,3,3128,279,2564,373,518,1673,132,150,459,69,0,0,0,0,0,0,0,0,3475,2705,3503,3572,7516,25423,4222,7171,0,0,0,0,0,172,0,0,7454,8438,9737,6839,2343,3088,2450,1999,3546,1633,3392,4073,228,470,228,171,0,0,0,0,0,488,0,0,450,195,385,540,1607,1019,1531,1729,587,963,1098,392,0,0,0,0,0,1931,0,0,0,306,0,0,0,0,0,0
2318,3,3130,1182,504,23,233,248,211,1597,153,244,33,33,21,47,56,47,51,63,684,6341,541,877,841,17703,770,890,0,0,0,0,43,7,25,75,796,662,779,827,1171,878,1016,1680,77,537,54,79,5803,3500,2932,11921,0,0,0,0,299,305,272,328,170,146,158,194,84,488,62,92,196,147,190,201,0,0,0,0,421,382,411,436,0,0,0,0,27,391,7,44
2319,3,3135,146,1743,722,334,687,970,1151,867,812,47,83,35,17,1198,1521,1098,895,3777,5481,2962,2607,3892,17832,2566,2339,0,115,0,0,947,1203,833,744,11190,14108,10119,8107,7315,13291,4282,4278,647,874,462,413,730,783,709,676,749,522,1143,861,1824,1907,1788,1665,143,129,164,150,465,974,331,253,796,863,788,702,273,420,259,174,3150,4453,2480,1968,206,671,93,87,187,227,164,146
2320,3,3128,467,501,339,116,46,616,651,631,417,0,0,0,4,1142,1139,1176,989,3922,3836,4217,3880,15216,24949,3968,3527,0,0,0,0,971,1034,855,855,7941,7545,9234,7596,6635,7085,6278,5755,951,1033,679,532,743,766,721,652,688,777,656,470,1316,1336,1282,1178,136,142,122,124,683,763,620,380,1264,1299,1164,818,82,97,3,29,4247,4534,3633,2997,213,343,55,35,0,52,0,0
2321,3,3147,3110,1387,29,481,877,494,577,729,422,263,389,1114,196,1242,1636,1420,1109,1057,1338,1438,868,1277,16168,1445,1184,252,407,750,175,1161,1937,1601,978,4552,6230,6887,4030,13633,24236,16095,12554,332,445,430,283,2919,4609,1977,3291,511,581,2746,321,1950,2037,3506,1688,1373,836,3867,1050,131,123,157,121,662,663,894,592,509,315,725,416,2511,3440,3108,2249,599,886,659,563,239,222,374,179
2322,3,3139,401,1348,145,306,897,0,0,0,0,0,0,0,0,0,0,0,0,3452,4135,3479,3384,4926,7440,4739,4839,0,0,0,0,0,0,0,0,2754,2427,2550,2846,1276,1166,1245,1302,5175,6983,4797,5105,0,182,0,26,0,0,0,0,0,0,0,0,414,698,132,445,2077,3016,1897,2042,191,382,177,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,3,3155,527,1435,556,331,548,1223,1267,1083,1228,77,106,40,60,1877,1931,1755,1874,5202,5737,4260,4756,4395,19844,2377,3061,0,0,0,0,1298,1348,1107,1323,10904,10897,10324,11235,9329,10678,6979,8263,541,608,386,535,858,846,841,884,744,627,692,908,2023,2068,1792,2076,231,224,212,258,560,632,469,526,1337,1364,1209,1367,450,518,402,419,5905,5847,5282,6671,307,705,134,196,277,258,312,282
2324,3,3160,204,2011,473,394,1144,725,538,812,797,58,91,53,44,1340,1096,1363,1474,4543,3575,4620,4927,3228,36494,1993,2762,0,68,0,0,1075,1035,1034,1121,9624,6794,10107,11301,4957,3230,4794,6431,609,611,561,618,818,744,817,861,740,382,979,753,1499,1359,1534,1575,161,127,182,171,648,894,531,589,821,821,889,805,247,350,284,195,3382,2717,3506,3779,204,891,145,142,247,249,215,263
2325,3,3154,478,1372,678,245,449,726,645,795,797,47,54,23,55,1497,1368,1501,1700,3914,3763,3948,4155,6800,23915,2509,2974,0,0,0,0,1180,1180,1134,1194,9138,7840,10549,10237,8710,13360,6777,6712,475,455,480,510,840,799,850,889,599,508,597,777,1656,1603,1604,1761,194,159,260,243,519,546,474,505,1184,1165,1258,1184,427,457,349,422,5027,3744,6663,7650,238,477,147,116,244,243,176,282
2326,3,3163,372,1951,61,446,1444,221,1355,350,69,0,239,0,0,0,1433,0,0,3634,3389,3415,3703,4040,8308,3565,4094,0,0,0,0,0,1541,0,0,10231,12737,9091,9876,3233,4042,3615,3075,3063,533,2622,3357,183,874,205,144,145,483,461,0,0,2571,0,0,385,892,317,396,1159,225,869,1333,1160,3356,912,1177,0,769,0,0,603,8799,0,0,0,140,0,0,0,0,0,0
2327,3,3169,282,4778,638,704,3436,723,659,851,735,0,188,0,0,1165,1041,1220,1208,3486,2375,3881,3600,2566,20279,2097,2278,0,0,0,0,965,1131,998,890,10558,10207,11100,10590,4474,3425,4711,4660,777,550,1026,816,671,715,651,664,473,268,571,499,1424,1275,1547,1450,261,339,241,252,609,599,683,597,1201,1433,1398,1069,209,514,234,131,4032,5563,4494,3398,33,305,0,0,22,152,19,0
2328,3,3158,448,510,191,160,159,955,786,1163,1059,156,230,121,113,1376,1414,1434,1274,5692,6292,5023,5083,4061,25267,2958,2899,0,0,0,0,1298,1252,1383,1298,11929,11582,12717,12400,7562,9033,6908,7148,544,690,444,460,870,834,934,848,784,559,863,861,2133,2215,2177,2005,254,186,354,285,463,604,360,356,1861,1812,2141,1751,879,1042,841,646,6138,6134,6893,5616,259,1083,173,155,180,178,190,165
2329,3,3158,2597,531,214,242,75,3299,3597,2827,2681,89,62,120,123,1313,1421,1215,1246,2018,2418,1545,1415,13815,19247,7688,8607,1069,1032,1268,1000,1109,1371,913,811,8057,8257,7786,7018,3586,3602,3591,3323,562,815,396,346,1573,1678,1502,1501,2229,2285,2271,2109,5541,5898,5536,4704,3342,2522,3820,4295,2607,4311,1339,1338,4257,4824,3412,3271,12055,14118,9677,9412,4640,4684,4698,4171,3069,5489,1712,1635,387,380,387,405
2330,3,3154,2634,209,13,122,74,3135,3150,3727,2656,89,54,103,78,1824,2366,1913,1710,2228,2925,2224,2088,4529,20011,4066,5823,953,1009,1004,860,772,1008,950,660,8726,10590,11187,7443,4804,5220,5011,4022,362,481,391,316,1012,1052,1042,950,2259,3889,2184,2115,5005,5573,5078,4680,6481,8299,7561,5611,719,775,745,695,3499,3530,3631,3298,7791,10314,9625,6747,5544,6341,6432,4837,426,426,449,414,440,602,479,405
2331,3,3181,117,1567,667,424,476,722,643,736,829,46,49,57,32,1391,1324,1376,1706,5013,5366,4066,5452,4418,24822,2670,3257,0,14,0,0,1113,1100,1066,1212,11313,11712,9481,11914,11198,12430,7345,11011,738,787,606,791,767,765,745,795,506,420,578,500,1505,1574,1372,1509,151,141,160,158,628,628,573,689,769,834,730,747,216,318,170,161,3422,3416,3272,3670,235,625,154,147,189,202,175,186
2332,3,3173,605,2015,273,379,1363,904,804,905,936,40,40,38,41,1546,1584,1572,1524,4795,5349,4338,4763,1989,16991,1906,1933,0,0,0,0,1222,2468,1087,1168,8616,8973,8852,8500,6702,5248,6945,6917,304,541,329,258,943,920,912,954,282,292,305,273,1483,1332,1489,1516,230,186,239,236,539,1061,478,500,1060,1031,1055,1071,339,387,294,337,2875,3084,2989,2792,201,569,173,170,307,422,318,291
2333,3,3164,2667,737,239,266,232,2373,1647,3266,3247,204,151,245,238,2339,1944,2553,2589,3946,3863,3914,4206,8408,33226,4666,6159,466,418,590,496,1462,1290,1674,1602,13908,12657,15485,15217,3464,3359,3562,3570,760,764,664,850,1253,1043,1393,1295,1684,1415,1956,2039,3454,3251,3778,3567,1794,1939,1780,1487,1060,574,1239,1870,3216,2886,3715,3954,9864,8877,10403,11838,8191,7271,8955,9490,876,2263,690,744,560,491,584,602
2334,3,3205,3133,2170,765,686,719,599,729,504,492,608,750,297,459,2220,2661,1798,1687,2586,3216,1515,1833,4886,26243,1620,1517,173,219,147,150,2281,2748,1991,1831,7839,8633,5622,7263,32768,54506,26729,33104,526,728,409,421,1726,1277,3747,2781,461,595,312,383,3081,3403,2183,2465,878,747,973,946,220,288,169,181,1955,2492,1227,1446,1082,1497,831,827,4966,6113,3146,3451,759,1394,604,605,533,689,361,397
2335,3,3181,2608,792,529,198,65,8366,8161,9521,10474,289,299,243,327,2731,2745,2641,2788,4940,5069,4757,4699,32768,37862,27616,32651,3079,2911,3824,4331,2858,3317,2194,2474,18512,18914,16981,18080,5341,5262,5994,5368,1262,1314,1080,1210,1251,1200,1348,1355,5286,4977,6715,8864,9366,8863,11281,12163,6684,6047,8619,9074,3647,3502,3793,4540,8416,8504,7936,8136,18886,19776,16263,16989,10377,10378,10236,10529,11074,12497,5649,9313,723,700,778,675
2336,3,3173,154,1331,490,298,543,662,512,817,825,37,32,35,46,1389,1192,1437,1570,3916,3203,4250,4249,3196,23067,2154,2345,0,0,0,0,989,918,1023,1058,8066,6156,8313,9275,4884,3749,5086,5941,449,412,466,491,765,679,826,815,593,367,729,742,1365,1227,1466,1495,148,137,152,158,572,628,506,548,723,693,669,789,202,210,174,211,2983,2770,2967,3338,192,383,118,136,205,200,225,206
2337,3,3182,432,988,395,262,331,1236,1289,1128,1299,82,62,58,121,1652,1636,1755,1597,6216,7463,5796,4817,4214,25662,2891,2653,0,26,0,0,1417,1425,1476,1318,14426,16295,13838,13513,4153,3512,4670,4711,715,1030,575,514,914,936,888,905,1011,783,1102,1076,1951,1814,1894,2296,253,223,299,255,664,810,535,572,1112,1039,1157,1526,445,448,404,462,5896,5499,5917,6400,224,501,129,124,285,367,226,233
2338,3,3200,348,3404,676,636,2092,932,684,957,969,50,83,19,46,1529,1319,1452,1635,4509,4774,3995,4626,2083,29021,2002,1834,0,33,0,0,1131,1169,1116,1119,10096,9941,10538,9997,5246,3042,5686,5846,565,737,595,501,821,838,774,827,590,494,684,600,1590,1403,1744,1624,218,146,246,233,667,1123,591,562,980,934,1310,935,264,327,242,254,3776,3377,4813,3592,135,550,75,99,209,307,171,188
2339,3,3175,2634,786,550,195,41,5947,4651,10002,8082,323,287,483,557,3024,2855,3413,3357,5707,5575,6311,5872,30689,37461,18151,13805,2424,1875,4317,3406,2240,2172,2393,2304,17114,16031,20499,18319,4720,4552,5238,4286,1115,1096,1217,987,1166,1122,1289,1394,4397,3567,6947,6547,7890,6750,10805,10263,6155,5117,9280,11503,2837,2587,3298,2835,7520,6893,8880,10119,14027,12394,18552,14225,11179,10787,12026,14245,5999,6495,2473,1929,699,636,839,917
2340,3,3188,406,1260,547,272,441,1042,745,1140,1507,50,61,11,47,1472,1435,1486,1499,4313,4588,3609,4365,4490,32350,2641,2690,0,18,0,0,1249,1144,1178,1397,11862,9742,11844,13654,3931,3228,4598,4107,699,730,531,751,817,798,764,870,800,439,1138,1066,1457,1273,1513,1732,218,154,241,289,655,753,479,595,1035,915,1307,1443,380,431,274,379,4487,3499,4868,5791,224,675,89,91,303,329,248,302
2341,3,3186,2568,1007,136,285,586,356,1151,417,285,72,182,84,54,459,1331,471,359,627,2569,584,537,1874,29753,1333,1330,35,445,86,0,392,1489,234,314,2552,9062,2693,2180,3669,3967,2689,3785,111,452,133,62,11482,7259,7239,14998,262,963,363,208,1284,3349,1640,1016,409,786,630,332,331,1101,338,250,612,3140,633,444,1192,4225,1472,703,1382,4945,1481,1110,337,4280,344,257,103,399,119,43
2342,3,3176,2589,412,328,65,19,6035,5883,7644,5609,173,170,211,80,2280,2291,2243,2204,3249,3276,3301,2654,32733,34545,28951,27157,2213,2111,3705,2111,2168,2205,1978,2214,12471,12878,12050,9884,5313,5216,5796,4188,964,1018,836,682,2500,2618,1986,1821,5109,4628,6487,6213,9094,8677,10839,8486,4119,3942,5268,5291,3786,3916,3817,2287,6824,6746,7042,7048,11909,12537,11878,7205,8034,7841,7940,8346,6449,6922,4346,2863,682,680,662,751
2343,3,3189,515,1716,938,313,465,1141,1172,904,1235,66,63,49,87,2203,2229,1966,2302,7255,8118,5631,6922,8362,23458,2559,3115,0,28,0,0,1528,1605,1266,1521,15220,17270,11075,13130,14509,16036,9014,12074,919,1114,484,745,965,974,896,1005,1012,836,1241,1189,1998,2066,1671,1977,172,154,201,197,963,1110,612,883,1075,1119,938,1099,435,493,329,415,6065,6347,4685,5811,384,680,190,233,308,368,233,274
2344,3,3190,553,1230,322,347,561,1083,1001,1181,1083,33,80,32,17,1726,1426,1840,1803,4759,4277,5240,4769,2515,19544,2001,2176,0,0,0,0,1176,1414,1124,1114,9017,8503,9361,9000,7397,9867,7346,6623,510,621,502,453,827,774,846,836,649,461,769,748,1561,1286,1744,1619,178,148,210,180,543,516,551,548,1033,1033,1153,990,322,216,368,341,3622,3654,3807,3502,159,274,136,135,223,192,221,250
2345,3,3188,465,1342,779,257,306,776,777,755,796,38,31,65,36,1579,1511,1884,1611,5202,5088,5585,5002,9453,21764,3064,3735,0,0,0,0,1291,1306,1325,1195,11475,11115,13636,12593,4428,3988,5577,4831,681,711,672,551,904,885,971,912,1046,940,1339,943,1490,1461,1564,1505,165,152,197,180,816,959,652,625,941,972,889,832,331,384,287,227,4266,4134,5165,4448,267,453,148,144,313,293,313,355
2346,3,3200,2706,1214,260,362,592,1983,1651,2153,2163,262,219,322,257,2422,2423,2352,2447,3520,2928,3629,3879,4062,23356,3607,3823,364,333,413,364,1491,1741,1452,1391,14377,13241,15284,14448,4862,5200,4727,4701,737,804,752,697,987,965,1021,976,1310,823,1507,1415,3058,3339,2737,2971,611,583,629,621,1022,2712,840,855,3752,3624,4060,3786,9612,10031,8911,9605,9671,9436,9326,9937,1067,4041,937,865,443,432,400,471
2347,3,3184,182,510,21,213,276,598,485,686,536,30,84,29,28,1054,899,1140,981,2969,2491,3613,2647,1788,7360,1713,1868,0,0,0,0,753,824,763,742,6207,6114,6427,6020,4449,4212,4755,4349,319,393,309,325,728,754,756,693,882,766,1014,773,1122,1025,1221,1064,170,113,173,167,302,348,356,259,573,586,608,550,123,202,135,109,1995,2440,2063,1892,69,31,81,65,143,175,186,116
2348,3,3193,2677,942,449,194,299,6315,7064,5512,5314,534,654,323,415,3119,3156,3071,3103,7752,9402,4519,5095,12736,28834,4534,4709,1349,1491,1320,998,2533,3119,1910,1969,22238,23812,19326,19754,4326,4339,4231,4340,1806,2221,1202,1294,1064,1058,1078,1068,2846,2798,3408,2739,5546,5905,5144,4699,3245,3193,3467,3390,2054,2116,1783,2110,10902,11255,7838,10504,19901,22526,13907,15106,9219,8435,10644,10002,3723,10589,954,1213,657,656,661,656
2349,3,3195,2754,1013,440,267,306,827,886,778,730,207,208,177,225,1693,1584,1892,1744,3135,3202,2786,3222,11340,17262,4739,7931,73,121,13,46,1409,1816,1122,1207,9647,8882,10394,9603,5676,5594,4726,6594,663,808,476,610,1430,1420,1378,1525,277,197,514,311,2014,2371,1651,1751,388,446,340,365,2027,4420,929,1466,2525,2604,2391,2317,5399,7370,3926,4402,6117,5923,7399,6917,2304,5216,858,1332,344,342,353,330
2350,3,3192,2648,754,552,168,34,8822,8227,10940,10802,454,440,514,564,2947,2827,3295,3342,8106,7653,9292,11602,27884,29850,11561,7785,2616,2394,3605,3062,2526,2474,2622,2520,22749,21673,26903,29410,4639,4356,5298,5509,1685,1732,1529,1722,1056,1006,1166,1234,4073,3758,5336,4705,7701,7156,9779,9949,5795,5017,9696,11273,2293,2361,2186,2217,10453,9743,12787,14023,20992,21160,19808,23630,10655,9842,13658,16258,8209,9890,3121,1976,701,673,767,1034
2351,3,3204,240,2056,354,393,1309,968,487,1282,1130,67,68,44,73,1464,1237,1466,1523,4625,3735,4549,5039,2648,21584,2042,2544,0,0,0,0,1136,1022,1177,1158,12410,7941,12940,13616,4279,3075,4694,4539,618,409,658,684,841,854,826,841,1389,978,1469,1531,1855,1331,1927,2102,157,142,166,159,558,592,524,567,996,740,1185,1093,334,268,334,354,4250,3337,4374,4556,157,371,96,138,255,287,271,239
2352,3,3185,942,92,5,59,28,472,360,398,697,66,174,69,6,204,274,160,282,880,0,768,1495,4800,11911,5270,3401,153,0,120,338,674,487,655,751,1815,1564,1755,1966,2579,2162,2210,4272,0,0,0,34,3324,2417,2630,10882,666,167,533,1288,1149,511,893,2043,1393,310,1129,2939,145,0,146,186,800,767,782,860,678,562,536,1587,1041,1284,1000,1099,270,360,300,185,545,420,487,714
2353,3,3201,2727,615,148,248,219,2741,2823,2271,3539,296,319,237,321,2652,2660,2403,3042,3852,5147,3163,3750,5228,17697,3690,4894,318,336,233,392,1622,1708,1367,1834,15975,16462,13430,17210,3960,4694,3725,3793,798,919,646,849,975,963,974,991,1263,1314,1139,1304,2652,3128,2095,2766,409,353,388,514,1085,1135,947,1178,4860,4940,4048,6006,12681,15683,8835,13738,11363,12135,8518,12239,1056,3489,834,1005,478,443,466,560
2354,3,3210,194,1630,712,343,575,647,734,629,559,0,0,0,0,1193,1268,1109,1112,4868,5249,4878,3994,4433,23006,2376,2346,0,0,0,0,883,1027,801,698,10117,11434,9001,7399,8326,13253,5935,5463,549,715,500,377,796,793,784,804,996,878,1010,1118,1516,1618,1556,1337,190,200,174,190,459,536,477,354,806,857,846,690,184,284,137,106,3229,3586,3180,2777,161,530,76,56,140,114,133,168
2355,3,3195,2621,191,147,44,0,8537,8131,10955,0,393,374,436,0,3034,3002,3150,0,8891,8453,10767,0,30902,32015,23203,0,3032,2809,4146,0,3036,3078,2855,0,22744,22595,26646,0,5800,5766,5935,0,1383,1400,1268,0,1093,1087,1145,0,4906,4579,6183,0,7896,7474,9464,0,6066,5671,7132,0,2489,2514,2160,0,9979,9689,11383,0,19327,19333,19154,0,12355,12055,13084,0,8746,9265,4486,0,695,714,590,0
